"","TP","Transect_group","Main_groups","avg.cover.all","median_cover","N","SD_cover","SE_cover"
"74","Dec_2022","SB_East","Macroalgae",27.2285714285714,27,7,9.31230624598695,3.51972092276499
"75","Dec_2022","SB_East","Red Turf",0.0285714285714286,0,7,0.0755928946018455,0.0285714285714286
"76","Dec_2022","SB_East","Green Turf",0.528571428571429,0.4,7,0.325137333621173,0.122890360957752
"77","Dec_2022","SB_East","Black Turf",15.8857142857143,16.9,7,5.9563491534744,2.25128836885191
"78","Dec_2022","SB_East","Other Turf",6.65714285714286,7.5,7,1.9662630740037,0.743177586563311
"79","Dec_2022","SB_East","Other benthic invertebrates",0.228571428571429,0.1,7,0.256347977784662,0.096890428330361
"80","Dec_2022","SB_East","Rubble and Rock",2.71428571428571,1.2,7,2.46402690152291,0.931314629314664
"81","Dec_2022","SB_middle","Hard coral",14.94,5.4,10,23.017297843144,7.2787086766816
"82","Dec_2022","SB_middle","Macroalgae",25.7,22.3,10,8.60426250955498,2.720906711619
"83","Dec_2022","SB_middle","Red Turf",0.02,0,10,0.0632455532033676,0.02
"84","Dec_2022","SB_middle","Green Turf",0.99,0.4,10,1.37876756561793,0.436004587131833
"85","Dec_2022","SB_middle","Black Turf",8.02,1.15,10,10.2977667481838,3.25643977374064
"86","Dec_2022","SB_middle","Other Turf",5.37,5.3,10,3.11877825081838,0.986244278958199
"87","Dec_2022","SB_middle","Other benthic invertebrates",0.13,0.05,10,0.194650684275419,0.0615539510420646
"88","Dec_2022","SB_middle","Rubble and Rock",2.64,1.3,10,3.56002496870145,1.12577874281662
"89","Dec_2022","SB_west","Hard coral",34.3857142857143,38.9,7,15.9183781179102,6.01658139649754
"90","Dec_2022","SB_west","Macroalgae",20.2857142857143,20.5,7,10.6807347705153,4.03693828888916
"91","Dec_2022","SB_west","Red Turf",0,0,7,0,0
"92","Dec_2022","SB_west","Green Turf",1.1,0.6,7,1.08320512061813,0.409413052575327
"93","Dec_2022","SB_west","Black Turf",6.68571428571429,2.1,7,8.05634916725696,3.0450137673806
"94","Dec_2022","SB_west","Other Turf",15.6,18.7,7,8.63481325796916,3.2636526425814
"95","Dec_2022","SB_west","Other benthic invertebrates",0.871428571428571,0.7,7,0.884523008395458,0.334318272732726
"96","Dec_2022","SB_west","Rubble and Rock",1.84285714285714,1.4,7,1.25014284898052,0.472509583101178
"97","March_2023","SB_East","Hard coral",28.3714285714286,28.5,7,11.8343728584315,4.47297250083178
"98","March_2023","SB_East","Macroalgae",26.1,27.4,7,7.45430524372772,2.81746255309547
"99","March_2023","SB_East","Red Turf",12.6,11.9,7,3.4515696912178,1.30457071939576
"100","March_2023","SB_East","Green Turf",0.885714285714286,0.7,7,0.827503416767511,0.312766892831867
"101","March_2023","SB_East","Black Turf",8.24285714285714,4,7,7.27114322576057,2.74823381749921
"102","March_2023","SB_East","Other Turf",4.97142857142857,5.8,7,2.52633745813598,0.954865806007835
"103","March_2023","SB_East","Other benthic invertebrates",0.814285714285714,0.8,7,0.456174569759471,0.172417780859349
"104","March_2023","SB_East","Rubble and Rock",1.32857142857143,0.2,7,2.86281579667891,1.08204266391423
"105","March_2023","SB_middle","Hard coral",19.2272727272727,11.7,11,21.2594492360028,6.40996512412993
"106","March_2023","SB_middle","Macroalgae",23.7818181818182,25.5,11,12.0022346404174,3.61880990437007
"107","March_2023","SB_middle","Red Turf",7.26363636363636,5.2,11,6.78310735979798,2.04518382046801
"108","March_2023","SB_middle","Green Turf",0.563636363636364,0.7,11,0.329462371972058,0.0993366427610744
"109","March_2023","SB_middle","Black Turf",2.88181818181818,2.3,11,3.14032424498432,0.946843385515374
"110","March_2023","SB_middle","Other Turf",4.05454545454545,4.2,11,3.38093585752928,1.01939051633483
"111","March_2023","SB_middle","Other benthic invertebrates",0.5,0.3,11,0.462601340248815,0.139479552101896
"112","March_2023","SB_middle","Rubble and Rock",1.36363636363636,0.6,11,1.62559080169194,0.490134068351383
"113","March_2023","SB_west","Hard coral",45.3,40.1,7,16.7195494357155,6.31939569142192
"114","March_2023","SB_west","Macroalgae",15.0428571428571,12.8,7,7.85660171296665,2.96951632608483
"115","March_2023","SB_west","Red Turf",3.42857142857143,3.2,7,3.55514382536735,1.34371806242698
"116","March_2023","SB_west","Green Turf",0.528571428571429,0.4,7,0.485504156227612,0.183503322552359
"117","March_2023","SB_west","Black Turf",1.35714285714286,1.1,7,1.19143770694225,0.45032112502775
"118","March_2023","SB_west","Other Turf",17.2571428571429,9.5,7,15.7584746663351,5.95614357269059
"119","March_2023","SB_west","Other benthic invertebrates",1.55714285714286,1,7,1.82834820066013,0.691050664139876
"120","March_2023","SB_west","Rubble and Rock",1.25714285714286,1,7,1.37581144887559,0.520007849234323
